"","EVENT","Event","GeneID","geneSymbol","TP_1","TP_2","TP_3","TP_4","TP_5","TP_6","TP_7","TP_8","TP_9","TP_10","TP_11","TP_12","TP_13","TP_14","SCORE","seed"
"WDR81_chr17:+:1735571:1736218:1735571:1735717:1736038:1736218:1352","WDR81_chr17:+:1735571:1736218:1735571:1735717:1736038:1736218:1352","RI","ENSG00000167716.19","WDR81",0.174,0.141,0.16,0.174,0.193,0.242,0.193,0.162,0.15,0.176,0.2,0.241,0.221,0.194,1.88247934,"SEED7"
"SPOCD1_chr1:-:31793277:31793897:31793277:31793428:31793746:31793897:6124","SPOCD1_chr1:-:31793277:31793897:31793277:31793428:31793746:31793897:6124","RI","ENSG00000134668.13","SPOCD1",0.292,0.288,0.21,0.314,0.355,0.394,0.338,0.341,0.267,0.309,0.322,0.486,0.339,0.341,1.927489713,"SEED7"
"DHX40_chr17:+:59573115:59573235:59573739:59573967:59566626:59566794:59574187:59574259:3313","DHX40_chr17:+:59573115:59573235:59573739:59573967:59566626:59566794:59574187:59574259:3313","MXE","ENSG00000108406.10","DHX40",0.071,0.102,0.105,0.102,0.19,0.111,0.136,0.051,0.08,0.103,0.125,0.161,0.22,0.148,1.957272726,"SEED7"
"EEF1AKMT1_chr13:-:20731840:20732121:20757454:20757617:20728730:20729216:20773920:20773961:11735","EEF1AKMT1_chr13:-:20731840:20732121:20757454:20757617:20728730:20729216:20773920:20773961:11735","MXE","ENSG00000150456.11","EEF1AKMT1",0.333,0.317,0.266,0.341,0.347,0.394,0.368,0.327,0.31,0.287,0.436,0.508,0.5,0.366,1.99559055,"SEED7"
"APTX_chr9:-:33001515:33001595:33001566:33001595:32989758:32989895:9448","APTX_chr9:-:33001515:33001595:33001566:33001595:32989758:32989895:9448","A5SS","ENSG00000137074.20","APTX",0.086,0.144,0.096,0.083,0.136,0.151,0.074,0.091,0.066,0.048,0.079,0.117,0.108,0.106,2.028476822,"SEED7"
"MIB2_chr1:+:1625545:1626754:1625545:1625653:1626649:1626754:4670","MIB2_chr1:+:1625545:1626754:1625545:1625653:1626649:1626754:4670","RI","ENSG00000197530.13","MIB2",0.221,0.23,0.203,0.165,0.372,0.26,0.259,0.246,0.262,0.256,0.274,0.286,0.396,0.304,2.061818182,"SEED7"
"ZNF195_chr11:-:3362545:3362602:3359996:3360565:3370974:3371070:124141","ZNF195_chr11:-:3362545:3362602:3359996:3360565:3370974:3371070:124141","SE","ENSG00000005801.18","ZNF195",0.09,0.094,0.118,0.093,0.163,0.211,0.115,0.077,0.071,0.073,0.145,0.11,0.175,0.074,2.069289101,"SEED7"
"FBXW2_chr9:-:120778350:120778545:120787768:120788186:120776092:120776226:120793148:120793257:30610","FBXW2_chr9:-:120778350:120778545:120787768:120788186:120776092:120776226:120793148:120793257:30610","MXE","ENSG00000119402.18","FBXW2",0.157,0.145,0.13,0.176,0.219,0.143,0.15,0.108,0.131,0.163,0.159,0.226,0.165,0.202,2.078584073,"SEED7"
"SSH3_chr11:+:67307845:67307939:67308173:67308302:67307370:67307436:67308411:67308458:33514","SSH3_chr11:+:67307845:67307939:67308173:67308302:67307370:67307436:67308411:67308458:33514","MXE","ENSG00000172830.13","SSH3",0.297,0.249,0.259,0.247,0.352,0.286,0.277,0.265,0.173,0.228,0.212,0.321,0.297,0.265,2.084090909,"SEED7"
"HNRNPA2B1_chr7:-:26191421:26191650:26189940:26190460:26192494:26192577:170860","HNRNPA2B1_chr7:-:26191421:26191650:26189940:26190460:26192494:26192577:170860","SE","ENSG00000122566.22","HNRNPA2B1",0.112,0.096,0.069,0.068,0.226,0.191,0.106,0.136,0.079,0.152,0.135,0.188,0.094,0.078,2.09380531,"SEED7"
"RAB7A_chr3:+:128795359:128795420:128797942:128798069:128726182:128726359:128806371:128806590:11933","RAB7A_chr3:+:128795359:128795420:128797942:128798069:128726182:128726359:128806371:128806590:11933","MXE","ENSG00000075785.14","RAB7A",0.223,0.26,0.27,0.265,0.306,0.301,0.252,0.196,0.22,0.258,0.262,0.325,0.304,0.265,2.100000002,"SEED7"
"INPP5B_chr1:-:37931672:37932053:37931912:37932053:37891357:37891454:7108","INPP5B_chr1:-:37931672:37932053:37931912:37932053:37891357:37891454:7108","A5SS","ENSG00000204084.13","INPP5B",0.305,0.24,0.184,0.333,0.431,0.34,0.37,0.357,0.209,0.266,0.294,0.623,0.338,0.29,2.106677369,"SEED7"
"DMKN_chr19:-:35506125:35506185:35505938:35505986:35508204:35508240:62600","DMKN_chr19:-:35506125:35506185:35505938:35505986:35508204:35508240:62600","SE","ENSG00000161249.21","DMKN",0.343,0.29,0.311,0.287,0.228,0.402,0.311,0.295,0.261,0.33,0.375,0.373,0.498,0.39,2.109477911,"SEED7"
"RPL13_chr16:+:89561226:89561368:89561577:89561751:89560710:89561063:89562334:89562391:4225","RPL13_chr16:+:89561226:89561368:89561577:89561751:89560710:89561063:89562334:89562391:4225","MXE","ENSG00000167526.14","RPL13",0.127,0.159,0.207,0.165,0.179,0.223,0.146,0.14,0.12,0.175,0.182,0.204,0.241,0.184,2.114190873,"SEED7"
"RPL13_chr16:+:89561226:89561368:89561595:89561751:89560939:89561063:89562334:89562391:4226","RPL13_chr16:+:89561226:89561368:89561595:89561751:89560939:89561063:89562334:89562391:4226","MXE","ENSG00000167526.14","RPL13",0.127,0.159,0.207,0.165,0.179,0.223,0.146,0.14,0.12,0.175,0.182,0.204,0.241,0.184,2.114190873,"SEED7"
"TAB2_chr6:+:149369908:149370099:149378017:149379518:149317711:149318015:149397603:149397764:25620","TAB2_chr6:+:149369908:149370099:149378017:149379518:149317711:149318015:149397603:149397764:25620","MXE","ENSG00000055208.19","TAB2",0.078,0.096,0.128,0.103,0.102,0.192,0.112,0.144,0.079,0.124,0.15,0.179,0.207,0.143,2.129855072,"SEED7"
"ABHD12_chr20:-:25323324:25323430:25339226:25339351:25320198:25320318:25390512:25390753:1483","ABHD12_chr20:-:25323324:25323430:25339226:25339351:25320198:25320318:25390512:25390753:1483","MXE","ENSG00000100997.20","ABHD12",0.224,0.183,0.196,0.196,0.271,0.224,0.172,0.172,0.135,0.222,0.252,0.204,0.327,0.29,2.130091744,"SEED7"
"GUCD1_chr22:-:24547907:24548073:24548916:24549001:24546913:24547005:24554948:24555089:789","GUCD1_chr22:-:24547907:24548073:24548916:24549001:24546913:24547005:24554948:24555089:789","MXE","ENSG00000138867.17","GUCD1",0.077,0.056,0.142,0.047,0.15,0.156,0.088,0.078,0.08,0.149,0.117,0.14,0.177,0.106,2.137062146,"SEED7"
"ARL16_chr17:-:81682033:81683126:81682033:81682675:81683012:81683126:980","ARL16_chr17:-:81682033:81683126:81682033:81682675:81683012:81683126:980","RI","ENSG00000214087.9","ARL16",0.185,0.132,0.152,0.139,0.212,0.239,0.225,0.145,0.151,0.139,0.181,0.239,0.191,0.181,2.150543932,"SEED7"
"LMO7_chr13:+:75713181:75713252:75760931:75761038:75636322:75636726:75795400:75795431:15374","LMO7_chr13:+:75713181:75713252:75760931:75761038:75636322:75636726:75795400:75795431:15374","MXE","ENSG00000136153.20","LMO7",0.137,0.085,0.192,0.183,0.234,0.297,0.215,0.084,0.11,0.107,0.153,0.185,0.179,0.173,2.151515154,"SEED7"
"FAM98C_chr19:+:38403559:38403694:38404907:38405113:38403337:38403486:38405343:38405421:2015","FAM98C_chr19:+:38403559:38403694:38404907:38405113:38403337:38403486:38405343:38405421:2015","MXE","ENSG00000130244.13","FAM98C",0.052,0.077,0.1,0.098,0.192,0.29,0.083,0.014,0.065,0.137,0.207,0.353,0.322,0.241,2.1603966,"SEED7"
"USP53_chr4:+:119239217:119239903:119248747:119248882:119235289:119235411:119256245:119256359:26373","USP53_chr4:+:119239217:119239903:119248747:119248882:119235289:119235411:119256245:119256359:26373","MXE","ENSG00000145390.12","USP53",0.108,0.069,0.082,0.127,0.155,0.029,0.059,0.061,0.073,0.043,0.075,0.222,0.163,0.084,2.163603602,"SEED7"
"COL18A1_chr21:+:45405378:45405473:45468241:45468786:45405164:45405241:45473894:45473981:862","COL18A1_chr21:+:45405378:45405473:45468241:45468786:45405164:45405241:45473894:45473981:862","MXE","ENSG00000182871.16","COL18A1",0.063,0.031,0.059,0.059,0.08,0.096,0.024,0.033,0.014,0.022,0.083,0.088,0.137,0.111,2.166861313,"SEED7"
"HIPK3_chr11:+:33286412:33287511:33328509:33328633:33258330:33258690:33337074:33337194:32963","HIPK3_chr11:+:33286412:33287511:33328509:33328633:33258330:33258690:33337074:33337194:32963","MXE","ENSG00000110422.12","HIPK3",0.173,0.128,0.187,0.123,0.203,0.207,0.131,0.161,0.146,0.143,0.103,0.264,0.205,0.141,2.168030303,"SEED7"
"WDR90_chr16:+:666454:666792:666454:666598:666672:666792:1714","WDR90_chr16:+:666454:666792:666454:666598:666672:666792:1714","RI","ENSG00000161996.19","WDR90",0.105,0.159,0.12,0.099,0.191,0.158,0.177,0.112,0.159,0.09,0.156,0.229,0.199,0.129,2.169606988,"SEED7"
"CDC42BPA_chr1:-:227051880:227051985:227047926:227048010:227069776:227069853:92138","CDC42BPA_chr1:-:227051880:227051985:227047926:227048010:227069776:227069853:92138","SE","ENSG00000143776.20","CDC42BPA",0.102,0.095,0.115,0.105,0.102,0.163,0.118,0.08,0.094,0.112,0.077,0.135,0.167,0.061,2.173053892,"SEED7"
"UBE2I_chr16:+:1312346:1312667:1312346:1312603:1314019:1314096:1887","UBE2I_chr16:+:1312346:1312667:1312346:1312603:1314019:1314096:1887","A5SS","ENSG00000103275.21","UBE2I",0.052,0.111,0.099,0.077,0.137,0.159,0.038,0.091,0.052,0.091,0.106,0.125,0.138,0.116,2.178490566,"SEED7"
"ADARB1_chr21:+:45128401:45128573:45171609:45171684:45074579:45074793:45175729:45176664:876","ADARB1_chr21:+:45128401:45128573:45171609:45171684:45074579:45074793:45175729:45176664:876","MXE","ENSG00000197381.17","ADARB1",0.178,0.154,0.178,0.162,0.221,0.188,0.139,0.169,0.12,0.131,0.148,0.207,0.187,0.201,2.185339365,"SEED7"
"GPATCH11_chr2:+:37088368:37088440:37090680:37090722:37084517:37084570:37091915:37092036:21803","GPATCH11_chr2:+:37088368:37088440:37090680:37090722:37084517:37084570:37091915:37092036:21803","MXE","ENSG00000152133.17","GPATCH11",0.287,0.292,0.236,0.185,0.188,0.376,0.178,0.21,0.204,0.221,0.264,0.31,0.389,0.205,2.191465295,"SEED7"
"PMM1_chr22:-:41583958:41584372:41583958:41584058:41584280:41584372:239","PMM1_chr22:-:41583958:41584372:41583958:41584058:41584280:41584372:239","RI","ENSG00000100417.12","PMM1",0.085,0.044,0.06,0.038,0.156,0.155,0.077,0.054,0.1,0.084,0.056,0.065,0.125,0.111,2.216923077,"SEED7"
"NPRL3_chr16:-:119125:119255:138149:138334:112621:112775:138641:138677:14791","NPRL3_chr16:-:119125:119255:138149:138334:112621:112775:138641:138677:14791","MXE","ENSG00000103148.17","NPRL3",0.198,0.245,0.184,0.133,0.311,0.23,0.155,0.141,0.247,0.182,0.211,0.212,0.308,0.181,2.218263665,"SEED7"
"TRIM37_chr17:-:59001597:59001741:59001597:59001714:59012327:59012446:1800","TRIM37_chr17:-:59001597:59001741:59001597:59001714:59012327:59012446:1800","A3SS","ENSG00000108395.14","TRIM37",0.077,0.093,0.065,0.067,0.119,0.071,0.056,0.05,0.099,0.114,0.083,0.153,0.136,0.093,2.219084969,"SEED7"
"PCBP1-AS1_chr2:-:70051202:70051305:70059642:70059680:69996685:69996888:70085546:70085624:31873","PCBP1-AS1_chr2:-:70051202:70051305:70059642:70059680:69996685:69996888:70085546:70085624:31873","MXE","ENSG00000179818.16","PCBP1-AS1",0.194,0.241,0.165,0.176,0.238,0.159,0.166,0.124,0.222,0.19,0.243,0.311,0.272,0.216,2.224630224,"SEED7"
"PDCD2L_chr19:+:34404648:34404990:34404648:34404815:34404929:34404990:2443","PDCD2L_chr19:+:34404648:34404990:34404648:34404815:34404929:34404990:2443","RI","ENSG00000126249.8","PDCD2L",0.057,0.077,0.072,0.09,0.11,0.15,0.112,0.085,0.116,0.133,0.079,0.13,0.166,0.091,2.2286747,"SEED7"
"USP8_chr15:+:50424595:50424654:50424447:50424514:50439008:50439177:28487","USP8_chr15:+:50424595:50424654:50424447:50424514:50439008:50439177:28487","SE","ENSG00000138592.14","USP8",0.334,0.268,0.256,0.234,0.344,0.351,0.207,0.277,0.265,0.287,0.285,0.385,0.277,0.284,2.232207793,"SEED7"
"RHOT2_chr16:+:670122:670357:670122:670175:670248:670357:1702","RHOT2_chr16:+:670122:670357:670122:670175:670248:670357:1702","RI","ENSG00000140983.14","RHOT2",0.087,0.106,0.097,0.104,0.11,0.144,0.137,0.111,0.082,0.113,0.132,0.127,0.188,0.11,2.235319149,"SEED7"
"NAGPA_chr16:-:5028296:5028365:5027979:5028185:5028879:5029008:24882","NAGPA_chr16:-:5028296:5028365:5027979:5028185:5028879:5029008:24882","SE","ENSG00000103174.13","NAGPA",0.03,0.056,0.077,0.047,0.093,0.13,0.038,0.033,0.037,0.104,0.068,0.054,0.09,0.069,2.24153846,"SEED7"
"MARK3_chr14:+:103498501:103498528:103491538:103492034:103500155:103500200:30688","MARK3_chr14:+:103498501:103498528:103491538:103492034:103500155:103500200:30688","SE","ENSG00000075413.19","MARK3",0.326,0.475,0.337,0.427,0.516,0.567,0.421,0.319,0.335,0.371,0.471,0.47,0.295,0.44,2.242151676,"SEED7"
"NEK1_chr4:-:169555719:169555851:169537808:169537911:169555931:169556095:107247","NEK1_chr4:-:169555719:169555851:169537808:169537911:169555931:169556095:107247","SE","ENSG00000137601.18","NEK1",0.139,0.102,0.184,0.127,0.2,0.244,0.109,0.164,0.182,0.123,0.166,0.187,0.254,0.196,2.251653544,"SEED7"
"RAPH1_chr2:-:203470238:203470313:203461847:203461925:203489583:203490089:110723","RAPH1_chr2:-:203470238:203470313:203461847:203461925:203489583:203490089:110723","SE","ENSG00000173166.18","RAPH1",0.044,0.082,0.093,0.059,0.048,0.19,0.065,0.071,0.08,0.059,0.083,0.178,0.082,0.109,2.25368421,"SEED7"
"RBL1_chr20:-:37066992:37067121:37067232:37067297:37066723:37066884:37067985:37068186:1327","RBL1_chr20:-:37066992:37067121:37067232:37067297:37066723:37066884:37067985:37068186:1327","MXE","ENSG00000080839.12","RBL1",0.3,0.289,0.274,0.337,0.336,0.413,0.217,0.302,0.335,0.29,0.323,0.367,0.399,0.392,2.255351092,"SEED7"
"HNRNPA2B1_chr7:-:26191055:26191650:26189956:26190460:26192494:26192577:170858","HNRNPA2B1_chr7:-:26191055:26191650:26189956:26190460:26192494:26192577:170858","SE","ENSG00000122566.22","HNRNPA2B1",0.219,0.154,0.144,0.193,0.297,0.258,0.177,0.23,0.167,0.263,0.235,0.333,0.182,0.161,2.261921922,"SEED7"
"NPHP4_chr1:-:5978269:5978413:5986154:5986327:5969086:5969259:5992243:5992425:15371","NPHP4_chr1:-:5978269:5978413:5986154:5986327:5969086:5969259:5992243:5992425:15371","MXE","ENSG00000131697.18","NPHP4",0.322,0.279,0.288,0.312,0.364,0.25,0.267,0.291,0.234,0.28,0.356,0.621,0.446,0.327,2.268663446,"SEED7"
"TRNT1_chr3:+:3127945:3128018:3126969:3126990:3129013:3129188:74363","TRNT1_chr3:+:3127945:3128018:3126969:3126990:3129013:3129188:74363","SE","ENSG00000072756.17","TRNT1",0.066,0.075,0.064,0.083,0.077,0.158,0.09,0.078,0.08,0.044,0.069,0.145,0.067,0.044,2.269620254,"SEED7"
"PPP6R2_chr22:+:50440800:50441026:50440821:50441026:50439960:50440049:343","PPP6R2_chr22:+:50440800:50441026:50440821:50441026:50439960:50440049:343","A3SS","ENSG00000100239.16","PPP6R2",0.044,0.026,0.025,0.017,0,0.108,0.016,0.022,0.019,0.014,0.036,0.044,0.025,0.027,2.287777779,"SEED7"
"TRAFD1_chr12:+:112130469:112130569:112130510:112130569:112126084:112126149:11763","TRAFD1_chr12:+:112130469:112130569:112130510:112130569:112126084:112126149:11763","A3SS","ENSG00000135148.12","TRAFD1",0.145,0.159,0.116,0.146,0.343,0.191,0.145,0.146,0.116,0.239,0.153,0.187,0.198,0.097,2.288688046,"SEED7"
"TIMM23B-AGAP6_chr10:+:49994394:49994429:50001995:50002096:49991675:49991744:50004684:50004720:31603","TIMM23B-AGAP6_chr10:+:49994394:49994429:50001995:50002096:49991675:49991744:50004684:50004720:31603","MXE","ENSG00000178440.8","TIMM23B-AGAP6",0.337,0.32,0.341,0.252,0.37,0.375,0.293,0.25,0.265,0.3,0.312,0.379,0.335,0.32,2.289498682,"SEED7"
"PIBF1_chr13:+:72908530:72908681:72917075:72917166:72893783:72893949:72931164:72931267:36151","PIBF1_chr13:+:72908530:72908681:72917075:72917166:72893783:72893949:72931164:72931267:36151","MXE","ENSG00000083535.16","PIBF1",0.458,0.348,0.336,0.462,0.519,0.374,0.445,0.37,0.331,0.308,0.426,0.574,0.354,0.42,2.290940767,"SEED7"
"RNF34_chr12:+:121402741:121402807:121400118:121400218:121416158:121416377:57331","RNF34_chr12:+:121402741:121402807:121400118:121400218:121416158:121416377:57331","SE","ENSG00000170633.17","RNF34",0.203,0.246,0.192,0.174,0.215,0.194,0.164,0.143,0.111,0.154,0.22,0.309,0.153,0.155,2.301877023,"SEED7"
"LUC7L_chr16:-:208600:208664:208077:208188:220648:220747:25866","LUC7L_chr16:-:208600:208664:208077:208188:220648:220747:25866","SE","ENSG00000007392.17","LUC7L",0.087,0.1,0.053,0.06,0.119,0.098,0.121,0.038,0.064,0.09,0.055,0.139,0.098,0.074,2.303741008,"SEED7"
"ANKS3_chr16:-:4726658:4726780:4724749:4724831:4729979:4730151:24945","ANKS3_chr16:-:4726658:4726780:4724749:4724831:4729979:4730151:24945","SE","ENSG00000168096.15","ANKS3",0.714,0.707,0.68,0.689,0.583,0.723,0.688,0.714,0.534,0.696,0.75,0.778,0.844,0.746,2.304739337,"SEED7"
"FBXW2_chr9:-:120776092:120776226:120787768:120788186:120772753:120772840:120793148:120793257:30607","FBXW2_chr9:-:120776092:120776226:120787768:120788186:120772753:120772840:120793148:120793257:30607","MXE","ENSG00000119402.18","FBXW2",0.155,0.152,0.138,0.179,0.217,0.148,0.167,0.113,0.159,0.166,0.159,0.253,0.175,0.223,2.309407113,"SEED7"
"PHYKPL_chr5:-:178224447:178224564:178231404:178231523:178222851:178222934:178232491:178232802:18773","PHYKPL_chr5:-:178224447:178224564:178231404:178231523:178222851:178222934:178232491:178232802:18773","MXE","ENSG00000175309.15","PHYKPL",0.421,0.526,0.398,0.514,0.727,0.581,0.392,0.491,0.5,0.477,0.656,0.5,0.62,0.58,2.310591471,"SEED7"
"FLOT1_chr6:-:30741791:30741867:30742146:30742203:30741189:30741704:30742526:30742706:16357","FLOT1_chr6:-:30741791:30741867:30742146:30742203:30741189:30741704:30742526:30742706:16357","MXE","ENSG00000137312.15","FLOT1",0.33,0.349,0.359,0.345,0.343,0.387,0.316,0.25,0.25,0.335,0.312,0.38,0.415,0.367,2.31060241,"SEED7"
"MLLT10_chr10:+:21557620:21557824:21538832:21538912:21586293:21586348:148657","MLLT10_chr10:+:21557620:21557824:21538832:21538912:21586293:21586348:148657","SE","ENSG00000078403.17","MLLT10",0.088,0.058,0.049,0.05,0.096,0.123,0.071,0.036,0.089,0.143,0.072,0.065,0.133,0.082,2.310769232,"SEED7"
"ATP6V0A1_chr17:+:42477638:42477742:42477659:42477742:42470089:42470218:1920","ATP6V0A1_chr17:+:42477638:42477742:42477659:42477742:42470089:42470218:1920","A3SS","ENSG00000033627.17","ATP6V0A1",0.361,0.234,0.277,0.347,0.486,0.393,0.353,0.282,0.424,0.433,0.364,0.396,0.399,0.368,2.313497942,"SEED7"
"TIGAR_chr12:+:4331279:4331317:4337038:4337160:4321212:4321303:4349818:4349896:15470","TIGAR_chr12:+:4331279:4331317:4337038:4337160:4321212:4321303:4349818:4349896:15470","MXE","ENSG00000078237.7","TIGAR",0.153,0.152,0.156,0.119,0.2,0.13,0.172,0.186,0.132,0.135,0.215,0.26,0.287,0.247,2.315818816,"SEED7"
"SLC25A36_chr3:+:140966347:140966434:140963126:140963227:140970926:140970993:51392","SLC25A36_chr3:+:140966347:140966434:140963126:140963227:140970926:140970993:51392","SE","ENSG00000114120.14","SLC25A36",0.146,0.058,0.074,0.083,0.127,0.159,0.087,0.095,0.061,0.085,0.078,0.145,0.088,0.167,2.319041915,"SEED7"
"TUT4_chr1:-:52436754:52436975:52436754:52436963:52438219:52438335:7690","TUT4_chr1:-:52436754:52436975:52436754:52436963:52438219:52438335:7690","A3SS","ENSG00000134744.14","TUT4",0.229,0.263,0.229,0.158,0.258,0.269,0.222,0.149,0.225,0.191,0.202,0.319,0.218,0.211,2.321880876,"SEED7"
"SLC16A1-AS1_chr1:+:112956414:112957722:112956414:112956956:112960476:112960575:3853","SLC16A1-AS1_chr1:+:112956414:112957722:112956414:112956956:112960476:112960575:3853","A5SS","ENSG00000226419.8","SLC16A1-AS1",0.16,0.191,0.158,0.167,0.285,0.297,0.253,0.175,0.159,0.216,0.088,0.3,0.215,0.16,2.326666667,"SEED7"
"ASL_chr7:+:66089611:66089695:66092005:66092086:66089090:66089175:66092556:66092663:27927","ASL_chr7:+:66089611:66089695:66092005:66092086:66089090:66089175:66092556:66092663:27927","MXE","ENSG00000126522.17","ASL",0.104,0.09,0.11,0.108,0.091,0.109,0.078,0.096,0.074,0.095,0.107,0.177,0.151,0.153,2.32779661,"SEED7"
"OPTN_chr10:+:13108137:13108289:13109096:13109288:13100172:13100302:13110273:13110476:31292","OPTN_chr10:+:13108137:13108289:13109096:13109288:13100172:13100302:13110273:13110476:31292","MXE","ENSG00000123240.17","OPTN",0.033,0.073,0.088,0.055,0.092,0.154,0.073,0.095,0.04,0.057,0.027,0.099,0.094,0.088,2.333246754,"SEED7"
"TGFBR3L_chr19:+:7917700:7917859:7918056:7918129:7917472:7917599:7918916:7919097:2355","TGFBR3L_chr19:+:7917700:7917859:7918056:7918129:7917472:7917599:7918916:7919097:2355","MXE","ENSG00000260001.7","TGFBR3L",0.102,0.163,0.065,0.303,0.218,0.284,0.118,0.106,0.135,0.164,0.11,0.11,0.239,0.146,2.333267327,"SEED7"
"NPHP4_chr1:-:5867739:5867896:5873251:5873335:5867029:5867115:5874470:5874657:15365","NPHP4_chr1:-:5867739:5867896:5873251:5873335:5867029:5867115:5874470:5874657:15365","MXE","ENSG00000131697.18","NPHP4",0.47,0.435,0.435,0.471,0.462,0.527,0.464,0.483,0.368,0.496,0.489,0.567,0.562,0.419,2.338342152,"SEED7"
"MYCBP2_chr13:-:77103208:77103310:77097369:77099013:77118339:77118519:78226","MYCBP2_chr13:-:77103208:77103310:77097369:77099013:77118339:77118519:78226","SE","ENSG00000005810.20","MYCBP2",0.079,0.056,0.079,0.103,0.058,0.175,0.079,0.053,0.034,0.117,0.08,0.079,0.082,0.081,2.34,"SEED7"
"FAM219B_chr15:-:74899991:74902786:74899991:74902063:74902603:74902786:1802","FAM219B_chr15:-:74899991:74902786:74899991:74902063:74902603:74902786:1802","RI","ENSG00000178761.15","FAM219B",0.595,0.664,0.563,0.669,0.708,0.625,0.672,0.567,0.492,0.525,0.636,0.665,0.696,0.656,2.340847458,"SEED7"
"SLC11A2_chr12:-:51008475:51008544:51010694:51010766:51005310:51005436:51026309:51026400:28079","SLC11A2_chr12:-:51008475:51008544:51010694:51010766:51005310:51005436:51026309:51026400:28079","MXE","ENSG00000110911.17","SLC11A2",0.096,0.056,0.1,0.1,0.103,0.127,0.077,0.088,0.059,0.092,0.111,0.073,0.236,0.163,2.340847459,"SEED7"
